Content,Url
"WhatsApp e o link
https://contate.me/energias
01898805-7156 

Fazemos financiamento do seu veículo 🚗 

Financiamento de motos 

Alguns veículos para vende e troca também

Fazemos empréstimo através do seu cartão de crédito 💳 
Dividimos até 18x as melhoras taxas e vc já sai com o dinheiro na mão
with a Reel: https://www.facebook.com/reel/1760823144496677",https://www.facebook.com/groups/833864336729782/permalink/9606173569498771/
"Bom dia 
Peço encarecidamente,por urgência,mais uma vez.
Resgatei uma gatinha na sexta feira na mata no jardim América,ela gritava de tanto miar pedindo socorro,o lugar era de dificil acesso.
Tenho 7 gatos na minha casa.
Tenho uma que tem perfil de territorialista,e passou por uma cirurgia delicada no intestino.
Ontem ela teve alta,e a recuperação dela na minha casa está sendo péssima por estar sentindo cheiro de gato diferente.Teve febre não quer comer ,só quer ficar embaixo do sofá e está extremamente p.baixo e irredutível.
Sei que não poderia ter trazido outro gato p minha casa pelas condições que me encontro,mas também não podia deixar a filhotinha a caminho de morrer no abandono.
Por favor se vc ver essa publicação,me ajude de alguma forma,é um pedido de socorro pela minha gata q está na terceira cirurgia em um período de um ano.
Eu me responsabilizo c a castração e pelo menos al alimentação nos três primeiros meses.
Contato 18 981871750 
Fêmea,dois meses no máximo ,já come ração e usa caixa de areia.
Bem dócil e mansinha
with 3 Attachments: https://www.facebook.com/media/set/?set=pcb.9605727659543362&type=1",https://www.facebook.com/groups/833864336729782/permalink/9605727659543362/
"❌REPASSANDO ADOÇÃO URGENTE❌

Resgatada de uma aréa verde de difícil acesso.
Muito dócil e amorosa.
Preciso achar um lar urgente, não posso ficar com ela aqui em casa por muito tempo.
Filhote, menina e muito mansinha.
Contato: 18-98187-1750 Josiane
with 3 Attachments: https://www.facebook.com/media/set/?set=pcb.9583913025058159&type=1",https://www.facebook.com/groups/833864336729782/permalink/9583913025058159/
"
with a Facebook Post: https://www.facebook.com/groups/1482382102037212/permalink/4159326241009438/",https://www.facebook.com/groups/833864336729782/permalink/9603376539778474/
"
with a Facebook Post: https://www.facebook.com/groups/feiradorolodepresidenteprudente/permalink/9220691498054195/",https://www.facebook.com/groups/833864336729782/permalink/9603544219761706/
"
with a Reel: https://www.facebook.com/reel/970504051549906",https://www.facebook.com/groups/833864336729782/permalink/9603517683097693/
"
with a Reel: https://www.facebook.com/reel/970504051549906",https://www.facebook.com/groups/833864336729782/permalink/9603516803097781/
"
with a Facebook Post: https://www.facebook.com/groups/1509295342654810/permalink/4067893170128335/",https://www.facebook.com/groups/833864336729782/permalink/9487891034660359/
"Por favor, se alguém o viu ou acolheu, ele se chama faisca, sumiu no bairro Jd sao Lucas, próximo a escola Rozy brandao , pode me chamat no zap 14 998074006 Prudente,
with 4 Attachments: https://www.facebook.com/media/set/?set=pcb.9603222003127261&type=1",https://www.facebook.com/groups/833864336729782/permalink/9603222003127261/
"
with a Facebook Post: https://www.facebook.com/groups/1482382102037212/permalink/4159326241009438/",https://www.facebook.com/groups/833864336729782/permalink/9603385109777617/
"Olá meus amigos, Atualizando sobre o situação da cachorrinha atropela, Graças a Deus conseguimos salvar a vida dela, ela está ""bem"" infelizmente quebrou a pata em um lugar q n da nem para colocar pino, teve q passar por um ortopedista pra ver oq iria fazer, e a única forma dela voltar a andar perfeitamente e colocando 2 placas de 2500 reais cada, ela já está realmente bem já está lá clínica a 3 dias, amanhã ou dps irá passar por essa cirurgia para colocar as 2 placas e dps estará perfeita para ir para um lar cheio de amor.
Como disse irei arcar com todas as despesas da cachorrinha, mas não adianta nada eu fazer isso tudo e semana q vem ela não ter para onde ir sabe? Estou fazendo tudo q está ao meu alcance, infelizmente ficar com ela eu não consigo msm por ter outros vários cachorros machos e nem castrados, iria acontecer talvez o pior, ent realmente peço ajuda para vcs poderem me ajudar a encontrar um lar para ela, ela já sofreu MT, tá na hora de ser feliz, alguém pode ficar com ela?
Fêmea,dócil,bem novinha,porte pequeno/médio 
Fone Kevin 18 996700306
Thamires 18 997252937
with 5 Attachments: https://www.facebook.com/media/set/?set=pcb.9249018801870473&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9249018801870473/
"
with a Facebook Post: https://www.facebook.com/veralucia.cassiano/posts/pfbid037NTcieFVi14eTRL1sAgf6jEHQkEZdNM2y7FAuCXBLqgvdo2QryAfUjBtj1cfmFGRl",https://www.facebook.com/groups/animaisperdidospp/permalink/9248466761925677/
"Ainda estou procurando minha cachorrinha. Me mudei de cidade mas se souber onde ela está vou buscar, ela idosa tem 13 anos.
with a Photo: https://www.facebook.com/photo/?fbid=681912627619733&set=gm.9248639595241727&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9248639595241727/
"Quem encontrar entrar em contato
with a Photo: https://www.facebook.com/photo/?fbid=2126287037833394&set=gm.9190501274388893&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9190501274388893/
"
with a Facebook Post: https://www.facebook.com/groups/animaisperdidospp/permalink/9190501274388893/",https://www.facebook.com/groups/animaisperdidospp/permalink/9249444438494576/
"
with a Facebook Post: https://www.facebook.com/groups/282544378488912/permalink/9513303032079621/",https://www.facebook.com/groups/animaisperdidospp/permalink/9249144765191210/
"Ola a Sônia Silva está doando esses dois cachorrinhos .Ela não sabe como por nós grupos .E uma Pudoou e o preto parece um pouco Salsicha tem as pernas curtinhas.Eles tem 5 anos ela disse que o preto e bravo serve para cuidar do quintal.Ela mora perto do Parque do Povo Quem se interessar chamar no Messenger.
with a Photo: https://www.facebook.com/photo/?fbid=1774719620132480&set=gm.9247960088643011&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9247960088643011/
"
with a Facebook Post: https://www.facebook.com/groups/1835711096479863/permalink/23875341568756833/",https://www.facebook.com/groups/animaisperdidospp/permalink/9249292058509814/
"Perdido ou abandonado , procuro um lar pra essa lindeza ,acredito que deve ter em média 3 meses machinho. Compartilhem!!!! Ajudem encontrar um lar com amor e dedicação pra ele .
Encontrado na praça Green ville perto da lanchonete Salmoura .
with 2 Attachments: https://www.facebook.com/media/set/?set=pcb.9247045682067785&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9247045682067785/
"
with a Facebook Post: https://www.facebook.com/groups/789836304460978/permalink/9671799412931245/",https://www.facebook.com/groups/animaisperdidospp/permalink/9249389365166750/
"
with a Facebook Post: https://www.facebook.com/groups/306667294316069/permalink/1234449751537814/",https://www.facebook.com/groups/animaisperdidospp/permalink/9249365548502465/
"
with a Photo: https://www.facebook.com/photo/?fbid=9664766406945635&set=gm.9249363165169370&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9249363165169370/
"Esses cachorros  apareceu  na oficina um tem coleira outro nao
 Casal
Ajudem encontrar dono 
18997891087
with 2 Attachments: https://www.facebook.com/media/set/?set=pcb.9247968265308860&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9247968265308860/
"Este cachorro está aparentemente perdido 🐾 
Faz dois dias que está aqui andando em volta de casa.. 🐕
with 4 Attachments: https://www.facebook.com/media/set/?set=pcb.9248169195288767&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9248169195288767/
"Ela se chama por Lili se alguém tiver notícia por favor me chama do direct
with a Photo: https://www.facebook.com/photo/?fbid=9330135353779168&set=gm.9198079180297769&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9198079180297769/
"AJUDEM A DENUNCIAR, JA FORAM FEITAS DENÚNCIAS, SEM RESPOSTA!
ELE É IDOSO
SE COÇA MUITO, DEVIDO AOS PELOS ESTAREM EMBOLADOS!
PODE ESTAR COM FUNGOS OU SARNA.

CONTINUA NA MESMA SITUAÇÃO 
HJ DE MANHÃ, TOMANDO CHUVA!

❌️URGENTE ❌️
COMPARTILHEM!
Está na chuva, tem dono!!!

ESSE CACHORRO, NESSA SITUAÇÃO, PARECE Q ESTA COM DOR NAS PATAS TRASEIRAS. 

TEM DONO, QUE TEM CAES DE RAÇA NO QUINTAL ( BEM CUIDADOS)!
MAS ESSE VIVE NESSA SITUAÇÃO, NEM UMA TOSA O DONO MANDA FAZER ( TEM PET NO BAIRRO).

RUA PROFESSOR BOLANGER, VILA REAL.

E PARA QUEM FALAR EM DENUNCIA, LIGUE NA AMBIENTAL. 
POR QUE, JA LIGUEI EM UM CASO PARECIDO E A RESPOSTA FOI, QUE NAO PODEM FAZER NADA, NEM NOTIFICAR OS DONOS!!!
with 4 Attachments: https://www.facebook.com/media/set/?set=pcb.9102746643164357&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9102746643164357/
"
with a Facebook Post: https://www.facebook.com/groups/282544378488912/permalink/9515373735205884/",https://www.facebook.com/groups/animaisperdidospp/permalink/9248583518580668/
"
with a Facebook Post: https://www.facebook.com/groups/animaisperdidospp/permalink/9248639595241727/",https://www.facebook.com/groups/animaisperdidospp/permalink/9249246588514361/
"Cão perdido no antigo matadouro em alvares machado.
with a Reel: https://www.facebook.com/reel/1806354493260793",https://www.facebook.com/groups/animaisperdidospp/permalink/9246306142141739/
"
with a Facebook Post: https://www.facebook.com/groups/animaisperdidospp/permalink/9247493592022994/",https://www.facebook.com/groups/animaisperdidospp/permalink/9249243125181374/
"
with a Facebook Post: https://www.facebook.com/groups/animaisperdidospp/permalink/9248639595241727/",https://www.facebook.com/groups/animaisperdidospp/permalink/9249076715198015/
"
with a Facebook Post: https://www.facebook.com/adriana.aaddrriiaannaa/posts/pfbid0LKVxe512osD4H1dBMhrVtqcFwS4Mg8hrLd3g5xos28QWiJHRVPbhtknfX7i4cr5Wl",https://www.facebook.com/groups/animaisperdidospp/permalink/9249046811867672/
"🈷️
Não apareceu adotante  e vai esfriar!
COMPARTILHEM!

AJUDEM O PITOKO A ENCONTRAR UM LAR!

❌ATENÇÃO ️❌️
ESSE MENININHO, FOI DEIXADO PARA TRÁS. 

COMPARTILHEM PARA AJUDAR O PITOKO.

VAMOS CHAMA LO DE PITOKO.

PITOKO É DOCIL, MACHO, PORTE PEQUENO.

ESTA SENDO CUIDADO POR VIZINHOS, MAS PRECISA DE UM LAR.
JA TOMOU NEXGARD, VERMIFUGO .
CASTRAÇÃO GARANTIDA 

CONTATO  18 99656-6776
with 4 Attachments: https://www.facebook.com/media/set/?set=pcb.9201527909952896&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9201527909952896/
"
with a Facebook Post: https://www.facebook.com/amigobichoprudente/posts/pfbid0QDEhTkQ5ujB6555dMy7DzVQp5wHcEy4HWa8xjC78cKQj2vfhhAv1hDti2DFKms7yl",https://www.facebook.com/groups/animaisperdidospp/permalink/9246287668810253/
"Bom dia, alguém me indica, veterinário para aplicar vacinas nos meus pets. Obrigada",https://www.facebook.com/groups/animaisperdidospp/permalink/9227769767328710/
"
with a Facebook Post: https://www.facebook.com/groups/511016783195348/permalink/1467696417527375/",https://www.facebook.com/groups/animaisperdidospp/permalink/9247175508721469/
"Pessoal a Luna foi ENCONTRADA nessa manhã, agradeço a todos que ajudaram com os compartilhamentos ❤️‍🩹🙌
with a Photo: https://www.facebook.com/photo/?fbid=2545903045612551&set=gm.9247397952032558&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9247397952032558/
"Vamos ajudar
with a Facebook Post: https://www.facebook.com/groups/animaisperdidospp/permalink/9224259377679749/",https://www.facebook.com/groups/animaisperdidospp/permalink/9246213262151027/
"
with a Photo: https://www.facebook.com/photo/?fbid=586380417793684&set=gm.9223589624413391&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9223589624413391/
"Gente essa pooldolmeu genro achou na Dijalma Dutra está em minha casa estamos a procura do dono.
with a Photo: https://www.facebook.com/photo/?fbid=3557557774549931&set=gm.9240417966063890&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9240417966063890/
"PEDIDO DE AJUDA URGENTE!

Esse gatinho foi atropelado e estava se arrastando pela Avenida Ana Jacinta. Uma moradora, com muito carinho, o recolheu e colocou dentro de casa para protegê-lo dos cachorros.

Agora ele precisa de ajuda urgente para ser levado ao veterinário! A situação é delicada e ele não pode esperar.

Se você pode ajudar com transporte, atendimento ou qualquer contribuição, entre em contato o quanto antes:

(18) 99129-8507

Vamos juntos salvar essa vidinha!
with 3 Attachments: https://www.facebook.com/media/set/?set=pcb.9223234174448936&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9223234174448936/
"4 lindezas que foram resgatados de uma estrada de terra, para adoção responsável. 
(18) 98130-7678
with 9 Attachments: https://www.facebook.com/media/set/?set=pcb.9240917579347262&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9240917579347262/
"
with a Facebook Post: https://www.facebook.com/groups/1482382102037212/permalink/4158839444391451/",https://www.facebook.com/groups/animaisperdidospp/permalink/9242554922516861/
"Essa cachorrinha está abandonada na avenida coronel Marcondes perto do radar está no final da coronel Marcondes estou de moto fui pega ela mas me mordeu porque está machucada por favor alguém resgata ela
with a Reel: https://www.facebook.com/reel/970504051549906",https://www.facebook.com/groups/animaisperdidospp/permalink/9242909745814712/
"Ajudem achar a Suzi por favor!
Gatinha branca desaparecida no Jardim Vista Bonita (Res. José Rena), muito dócil, se alguém encontrou ou pegou por favor devolver, é a gatinha da nossa família. Atende por Suzi

(18)99738-7283 Millena
with 4 Attachments: https://www.facebook.com/media/set/?set=pcb.9240918539347166&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9240918539347166/
"
with a Facebook Post: https://www.facebook.com/groups/2043080775816013/permalink/7753817464742287/",https://www.facebook.com/groups/animaisperdidospp/permalink/9247679998671020/
"
with a Facebook Post: https://www.facebook.com/groups/animaisperdidospp/permalink/9248639595241727/",https://www.facebook.com/groups/animaisperdidospp/permalink/9248646331907720/
"Cachorros em estados deplorável pra um animal viver alguém pode dar lar temporário ou ao menos levar comida pra eles ? O endereço tá na postagem original
with a Facebook Post: https://www.facebook.com/amigobichoprudente/posts/pfbid02EoQNjbLLV8vUcqD561asPo9dtUHydAD9YnQ1aYthB6YKKk3wUQev3NTzBRRXt18nl",https://www.facebook.com/groups/animaisperdidospp/permalink/9248607991911554/
"
with a Facebook Post: https://www.facebook.com/pintaedecora/posts/pfbid0nJGhm3STghXJi2AGwnRcsBSHfx1VcoBKxcw4FGqvRwxGQCv5vcyYc3WsWxknZCZil",https://www.facebook.com/groups/animaisperdidospp/permalink/9248583408580679/
"
with a Facebook Post: https://www.facebook.com/groups/animaisperdidospp/permalink/9248169195288767/",https://www.facebook.com/groups/animaisperdidospp/permalink/9248544445251242/
"Vamos ajudar a encontrar tutor
with a Facebook Post: https://www.facebook.com/groups/789836304460978/permalink/9669721353139051/",https://www.facebook.com/groups/animaisperdidospp/permalink/9248529818586038/
"Por favor, nos ajude 😔
with a Photo: https://www.facebook.com/photo/?fbid=9586712274783177&set=gm.9246290092143344&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9246290092143344/
"Ainda estou a procura do meu companheiro como estamos sofrendo com ausência dele nosso outro pet está ficando doente por causa dele acho que está entrando em depressão tem orado se alguém estiver com ele nós devolva darei uma boa recompensa volta Toby para casa 😭😭😭😭😭
with a Facebook Post: https://www.facebook.com/groups/animaisperdidospp/permalink/9183441785094842/",https://www.facebook.com/groups/animaisperdidospp/permalink/9243609769078043/
"Cão perdido a espera do dono no antigo matadouro em alvares machado.
with a Photo: https://www.facebook.com/photo/?fbid=9525916344112890&set=gm.9246311432141210&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9246311432141210/
"Este cachorro está na Upa Guanabara. Está com a pata quebrada, não consegue andar. Alguém consegue ajudar?
with a Photo: https://www.facebook.com/photo/?fbid=9486065874817604&set=gm.9247493592022994&idorvanity=1210458675726566",https://www.facebook.com/groups/animaisperdidospp/permalink/9247493592022994/
"
with a Facebook Post: https://www.facebook.com/groups/306667294316069/permalink/1234327121550077/",https://www.facebook.com/groups/animaisperdidospp/permalink/9248272545278432/
"
with a Facebook Post: https://www.facebook.com/idalinaleonor.marradesouza/posts/pfbid0s5tBQzLTm2xfip1QFA9hPgB1XFLdh28c56k3ntVB56ets8jbw7UZE3EvyLd4mnaQl",https://www.facebook.com/groups/animaisperdidospp/permalink/9242511079187912/
"
with a Facebook Post: https://www.facebook.com/groups/1482382102037212/permalink/4159326241009438/",https://www.facebook.com/groups/animaisperdidospp/permalink/9243340389104981/
"
with a Facebook Post: https://www.facebook.com/groups/306667294316069/permalink/1233845578264898/",https://www.facebook.com/groups/animaisperdidospp/permalink/9247987435306943/
"
with 2 Attachments: https://www.facebook.com/media/set/?set=pcb.9245563918882628&type=1",https://www.facebook.com/groups/animaisperdidospp/permalink/9245563918882628/
"
with a Facebook Post: https://www.facebook.com/portalintera/posts/pfbid02RZsFcSueuKhtW8NzKH2NXQtVZxSguN87h6bZhcpmAREdy7LXpztbKnJXK3Fd6PH6l",https://www.facebook.com/groups/animaisperdidospp/permalink/9243315712440782/
"❌Procura-se Charlotte!!
with a Photo: https://www.facebook.com/photo/?fbid=1083572723796642&set=a.556096126544307",https://www.facebook.com/amigobichoprudente/posts/pfbid0UTiw1wCKQGxBnhE643NmRiEmwwJciPUpWy7HWLPUr7o8924LcLRWrbtdUx8wZY34l
"❌URGENTE!! 🆘 
“mãezinha e 6 bebês que pelo jeito estão abandonados nessa rua PAQUETA 67 JD Guanabara.
Estão pele osso e sarna.
são 6 bebês em situação crueldade do abandono desde já agradeço postar e a única sorte deles.desde já gratidão”
@ludoneda
with 2 Attachments: https://www.facebook.com/amigobichoprudente/posts/pfbid02EoQNjbLLV8vUcqD561asPo9dtUHydAD9YnQ1aYthB6YKKk3wUQev3NTzBRRXt18nl",https://www.facebook.com/amigobichoprudente/posts/pfbid02EoQNjbLLV8vUcqD561asPo9dtUHydAD9YnQ1aYthB6YKKk3wUQev3NTzBRRXt18nl
"❌quem perdeu??
with a Photo: https://www.facebook.com/photo/?fbid=1083564343797480&set=a.556096126544307",https://www.facebook.com/amigobichoprudente/posts/pfbid0QDEhTkQ5ujB6555dMy7DzVQp5wHcEy4HWa8xjC78cKQj2vfhhAv1hDti2DFKms7yl
"Alguém viu??
Compartilhe
with a Facebook Post: https://www.facebook.com/amigobichoprudente/posts/1077658887721359",https://www.facebook.com/amigobichoprudente/posts/pfbid0Sy1b51wGGz9EtwuowQpXvq6RGr4aMDHC2N8DVuDVt3hTDN1VBH4aJchikcFtwstul
"
with a Facebook Post: https://www.facebook.com/groups/1482382102037212/permalink/4159326241009438/",https://www.facebook.com/amigobichoprudente/posts/pfbid0FxgKStnmdpaaakFjbPYrhYRfMyFv3pWysQKZ5DV5UMYBkW1MbjpTFJ8s8X6mk1yNl
"
with a Facebook Post: https://www.facebook.com/groups/feiradorolodepresidenteprudente/permalink/9220691498054195/",https://www.facebook.com/amigobichoprudente/posts/pfbid02gBZCwZAJue3iv6r6LpDika8UfYxQK3WSqHg6X9TKEuBkJEpG92TLQbUyyTveGukKl
"🐣Que nesta Páscoa possamos renovar nossa fé e nossa esperança em dias melhores. 

🐣Feliz Páscoa para você, sua família e seus pets. 
 
❌ E lembre-se CHOCOLATE NAOOO para seu pet, nenhum pedacinho.
with a Photo: https://www.facebook.com/photo/?fbid=1082341013919813&set=a.556096126544307",https://www.facebook.com/amigobichoprudente/posts/pfbid02XnhQQ4Z2EpFhahjE6CtNjq95CXfzZ23svJEf5ESgvbdAi6zRGnCbaG9uDAZWjsJJl
"
with a Facebook Post: https://www.facebook.com/jucaskiter/posts/pfbid02B45LxHQq2ho1Vpq8rT2bqdbL33dFGjXNcGxB38Pfi5KeqCWnqjwZz5JzgZpBQdwal",https://www.facebook.com/amigobichoprudente/posts/pfbid0m8fqobFy2QyudgEq9D3cKDUg8rfRKuDsn8kP1Eq9qdnsJGw4738owt9V9pDdtkFPl
